Zip, School, Rating
08865,Phillipsburg Christian Academy,4
08865,Pohatcong School,5
08865,Lopatcong Twp Middle School,6
08865,Little Genius Planet,Phillipsburg
18015,Broughal Middle School,2
18015,Donegan El School,2
18015,Fountain Hill El School,2
18015,Holy Infancy School,3
18015,Holy Child School,Fountain Hill
18015,Kidspeace Broadway School,PA
18015,Lehigh Valley Dual Language Charter School,3
18015,Southern Lehigh Intermediate School,9
18052,Whitehall High School,6
18052,Whitehall-Coplay Middle School,5
18052,George D Steckel El School,5
18052,Clarence M Gockley El School,4
18052,St. Elizabeth Regional School,5
18052,Christ the King School,Whitehall
18052,Lehigh Valley Sda School,5
18052,Lehigh Valley Lutheran School,5
18052,Manarah Islamic Academy,5
18052,Zephyr El School,7
18045,Farmersville El School,5
18045,Palmer El School,4
18045,Easton Area High School,5
18045,Tracy El School,7
18045,Notre Dame High School,3
18045,Childrens Garden,5
18045,Easton Baptist Academy,5
18064,Bushkill El School,7
18064,Shafer El School,6
18064,Nazareth Area Middle School,8
18064,Nazareth Area High School,8
18064,Lower Nazareth El School,5
18064,Plainfield El School,5
18064,Holy Family Elementary School,4
18064,Lehigh Learning Academy,5
18064,Nazareth Area Intermediate School,7
18062,Lower Macungie Middle School,6
18062,Eyer Middle School,7
18062,Macungie El School,7
18062,Shoemaker El School,8
18062,Salem Christian School,4
18062,The Hillside School,4
18062,Willow Lane El School,8
18067,Catasauqua Senior High School,4
18067,Northampton Borough El,5
18067,Northampton Area High School,6
18067,Northampton Middle School,6
18067,St. John the Baptist,PA
18067,Good Shepherd Catholic School,5
18067,Valley View Baptist Academy,PA
18067,The Lutheran Academy,4
18067,Concordia Lutheran Church & School,Northampton
18235,Shull-David El School,6
18235,Mahoning El School,6
18235,East Penn El School,7
18235,Franklin El School,4
18235,Lehighton Area Middle School,6
18235,Lehighton Area High School,6
18235,Towamensing El School,7
18235,Sts. Peter & Paul School,Lehighton
18235,Lighthouse Baptist School,Lehighton
18235,Educare Of Pa,5
18235,Bha Academy,Lehighton
18235,Packer Ridge Academy,1
18049,Lincoln El School,6
18049,Jefferson El School,8
18049,Emmaus High School,8
18049,St Ann Elementary School,4
18049,Premier Child Care Center,Emmaus
18049,Emmaus Baptist Academy,Emmaus
18049,Seven Generations Charter School,3
18020,Miller Heights El School,6
18020,Freedom High School,4
18020,Sacred Heart School,Bethlehem
18020,Our Lady Of Perpetual Help School,5
18020,Bethlehem Christian School,5
18020,Bethlehem Avts,Bethlehem
18020,Moravian Academy Upper School,3
18020,Chesterbrook Academy Bethlehem - Township Line,3
18109,Mosser El School,2
18109,Ritter El School,4
18109,Louis E Dieruff High School,2
18109,Our Lady Help Of Christians School,4
18109,Lincoln Leadership Academy Charter School,3
18109,Life Academy,5
18109,Children's Place,Allentown
18013,Washington El School,4
18013,Bangor Area High School,5
18013,Five Points El School,5
18013,Bangor Area Middle School,4
18013,Defranco El School,6
18013,Our Lady Of Mt Carmel School,4
18013,Faith Christian School,5
18013,Bangor Preschool,PA
18013,Faith Christian School Site 2,Roseto
18013,Miss Julies Building Blocks,PA
18040,Forks El School,7
18040,Easton Area Ms Campus Grades 7-8,Easton
18040,Easton Area Ms Campus Grades 5-6,Easton
18040,Career Institute Of Technology,Easton
18040,Shawnee El School,6
07882,Franklin Township School,6
07882,Warren Hills Reg High School,6
07882,Warren Hills Reg Midd School,4
07882,Washington Memorial Elementary School,3
07882,Taylor Street Elementary School,2
07882,Brass Castle Elementary School,6
07882,Port Colden Elementary School,4
07882,Warren County Institute Vocational School,5
07882,Good Shepherd Christian Academy,5
07882,St. Joseph Catholic Academy,NJ
07882,Open Arms Childcare & Preschool,Washington
18036,Lower Milford El School,5
18036,Liberty Bell El School,7
18036,St. Michael the Archangel School,5
18055,Saucon Valley El School,5
18055,Saucon Valley Senior High School,8
18055,Saucon Valley Middle School,7
18055,St Theresa School,4
18055,Saucon Valley Community Center,PA
18080,Peters El School,4
18080,Northern Lehigh Senior High School,5
18080,Slatington El School,5
18080,Northern Lehigh Middle School,4
18080,St. John Neumann Regional School,PA
18071,Palmerton Area High School,6
18071,Palmerton Area Junior High School,3
18071,S S Palmer El School,4
18071,St. John Neumann Regional School,Palmerton
18071,Carbon County Christian School,PA
18071,Palmer Franklin Education Center,Palmerton
18071,St John Neumann Regional School,Palmerton
18031,Fogelsville School,8
18031,Fred J. Jaindl El School,9
18229,Jim Thorpe Area Senior High School,6
18229,L B Morris El School,4
18229,Carbon Career & Technical Institute,6
18229,St Joseph Regional Academy,5
18229,Adventure Learning Center,PA
18229,Smart Start Montessori School,Jim Thorpe
18210,Penn/Kidder Campus,5
18088,Lehigh Twp El School,5
18088,Bethlehem Christian School Blue Mountian Campus,Walnutport
07825,Ridge and Valley Charter School,6
07825,Blairstown Elementary School,5
07825,N Warren Reg High School,6
07825,Blair Academy,5
07823,Belvidere High School,5
07823,Oxford Street Elementary School,4
07823,Third Street Elementary School,4
07823,White Township Consolidated Elementary School,6
18034,Southern Lehigh Senior High School,8
18034,Southern Lehigh Middle School,7
18034,Hopewell El School,5
18034,Hildebrandt Learning Center,Center Valley
18072,Wind Gap Middle School,5
18072,Pen Argyl Area High School,4
18072,Immaculate Conception School,5
08886,Stewartsville School,8
08886,Greenwich School,8
79109,Amarillo High School,6
79109,Austin Middle School,4
79109,Bonham Middle School,8
79109,Coronado Elementary School,5
79109,Paramount Terrace Elementary School,7
79109,Puckett Elementary School,8
79109,Ridgecrest Elementary School,7
79109,Western Plateau Elementary School,5
79109,Wolflin Elementary School,5
79109,Windsor Elementary School,9
79109,Bible Heritage School,Amarillo
79109,Victory Academy,TX
79109,Richard Milburn Academy Amarillo,1
79106,Avondale Elementary School,4
79106,Belmar Elementary School,7
79106,Crockett Middle School,8
79106,Houston Middle School,3
79106,Olsen Park Elementary School,6
79106,San Jacinto Elementary School,7
79106,Wills Elementary School,5
79106,Amarillo Area Center For Advanced Lrn,3
79106,Trinity Lutheran School,5
79107,Eastridge Elementary School,3
79107,Emerson Elementary School,5
79107,Forest Hill Elementary School,4
79107,Hamlet Elementary School,4
79107,Lee Elementary School,4
79107,Mann Middle School,5
79107,Mesa Verde Elementary School,3
79107,North Heights Alternative School,5
79107,Palo Duro High School,3
79107,Rogers Elementary School,4
79107,Travis Middle School,4
79107,Whittier Elementary School,9
79107,Carver El Academy,5
79107,Homebound,TX
79107,Johnny N Allen-6th Grade Campus,2
79107,Carver Early Childhood Academy,5
79107,Travis 6th Grade Campus,4
79118,Sundown Lane Elementary School,7
79118,Lakeview Elementary School,3
79118,Randall High School,6
79118,Arbor Christian Academy,Amarillo
79118,Tradewind Elementary School,7
79118,Midway Alternative High School,Amarillo
79015,Canyon High School,7
79015,Canyon J High School,6
79015,Crestview Elementary School,9
79015,Reeves-Hinger Elementary School,7
79015,Canyon Intermediate School,8
79119,Arden Road Elementary School,7
79119,Westover Park Jr High School,7
79119,Greenways Intermediate School,7
79119,Hillside Elementary School,6
79110,Fannin Middle School,4
79110,Lamar Elementary School,8
79110,Landergin Elementary School,4
79110,South Georgia Elementary School,8
79110,South Lawn Elementary School,5
79110,Gene Howe Elementary School,5
79110,St Joseph Catholic Elementary School,5
79110,Holy Cross Catholic Academy,Amarillo
79110,Holy Cross Catholic Academy,Amarillo
79110,City View Elementary School,6
79110,Central Baptist Christian Academy,Amarillo
79108,Pleasant Valley Elementary School,2
79108,River Road High School,4
79108,Rolling Hills Elementary School,8
79108,River Road Middle School,5
79108,Neal Unit,TX
79108,Clements Unit,TX
79108,North Heights Alternative School,TX
79108,Willow Vista Intermediate School,4
79124,Woodlands Elementary School,9
79124,Lorenzo De Zavala Middle School,8
79102,Bivins Elementary School,6
79102,Sanborn Elementary School,3
79102,Tascosa High School,5
79102,St Marys Cathedral School,5
79102,Our Lady of Guadalupe School,Amarillo
79102,St. Andrew's Episcopal School,Amarillo
79121,Sleepy Hollow Elementary School,7
99504,Baxter Elementary School,8
99504,Chester Valley Elementary School,3
99504,Creekside Park Elementary School,3
99504,Muldoon Elementary School,3
99504,Nunaka Valley Elementary School,5
99504,Ptarmigan Elementary School,2
99504,Scenic Park Elementary School,6
99504,Susitna Elementary School,5
99504,Anchorage Christian Schools,4
99504,Anchorage Waldorf School,Anchorage
99504,Alaska State School For The Deaf & Hard Of Hearing,2
99504,Highland Tech High Charter School,7
99504,Nicholas J. Begich Middle School,4
99507,Abbott Loop Elementary School,3
99507,Tudor Elementary School,5
99507,Northern Lights Abc K-8 School,10
99507,Polaris K-12 School,8
99507,Benson Secondary/S.E.A.R.C.H.,Anchorage
99507,Kasuun Elementary School,5
99507,Service High School,7
99507,Hanshew Middle School,6
99507,Spring Hill Elementary School,4
99507,Chugach Extension Correspondence,5
99507,Anchorage Junior Academy,Anchorage
99507,Faith Evangelical Lutheran School,5
99507,Gateway School & Learning Center,Anchorage
99507,Pacific Northern Academy,5
99507,Childrens Garden Montessori,Anchorage
99507,Trailside Elementary School,10
99507,Gateway School & Learning Center,AK
99507,Rilke Schule Charter School,7
99508,Airport Heights Elementary School,2
99508,Clark Middle School,4
99508,College Gate Elementary School,5
99508,East High School,5
99508,Lake Otis Elementary School,4
99508,Mountain View Elementary School,2
99508,Rogers Park Elementary School,9
99508,Russian Jack Elementary School,3
99508,Wendler Middle School,5
99508,Whaley School,3
99508,Williwaw Elementary School,2
99508,Wonder Park Elementary School,4
99508,William Tyson Elementary School,3
99508,King Career Center,Anchorage
99508,Triple R School,Anchorage
99508,Alaska Native Cultural Charter School,4
99654,Mat-Su Central School,6
99654,Iditarod Elementary School,4
99654,Wasilla High School,6
99654,Midnight Sun Family Learning Center,9
99654,Cottonwood Creek Elementary School,7
99654,Wasilla Middle School,5
99654,Tanaina Elementary School,5
99654,Finger Lake Elementary School,7
99654,Burchell High School,5
99654,Machetanz Elementary School,8
99654,Axios Academy,Wasilla
99654,Wasilla Lake Christian School,5
99654,Cornerstone Christian School,Wasilla
99654,Teeland Middle School,7
99654,Larson Elementary School,6
99654,American Charter Academy,7
99654,Twindly Bridge Charter School,6
99654,Our Lady of the Valley Catholic School,3
99654,John Shaw Elementary School,7
99654,Mat-Su Career & Tech Ed High School,10
99654,Mat-Su Day School,Wasilla
99654,Knik Elementary School,5
99654,Fronteras Charter School,8
99645,Palmer High School,7
99645,Sherrod Elementary School,6
99645,Swanson Elementary School,3
99645,Academy Charter School,9
99645,Snowshoe Elementary School,5
99645,Palmer Middle School,6
99645,Pioneer Peak Elementary School,7
99645,Colony High School,7
99645,Colony Middle School,7
99645,Butte Elementary School,4
99645,Birchtree Charter School,5
99645,Beryozova School,5
99645,Amazing Grace Academy,5
99645,Ya NE Dah Ah School,AK
99645,Matanuska Christian School,Palmer
99645,Valley Christian School,Palmer
99645,Valley Pathways,4
99577,Eagle River Elementary School,7
99577,Homestead Elementary School,9
99577,Alpenglow Elementary School,8
99577,Gruening Middle School,9
99577,Ravenwood Elementary School,9
99577,Fire Lake Elementary School,8
99577,Eagle River Christian School,Anchorage
99577,St. John Orthodox Christian School,4
99577,World Harvest Christian School,Eagle River
99577,Distance Learning/Corresp. Center,Eagle River
99577,Eagle Academy Charter School,10
99577,Eagle River High School,9
99502,Chinook Elementary School,6
99502,Dimond High School,7
99502,Gladys Wood Elementary School,6
99502,Sand Lake Elementary School,8
99502,Kincaid Elementary School,9
99502,Lumen Christi,5
99501,Central Middle School Of Science,5
99501,Chugach Optional Elementary School,10
99501,Denali Elementary School,5
99501,Fairview Elementary School,2
99501,Inlet View Elementary School,8
99501,Government Hill Elementary School,7
99501,Avail School,Anchorage
99501,True Vine Christian School,AK
99501,Crossroads School,5
99501,Winterberry School,5
99515,Bayshore Elementary School,10
99515,Ocean View Elementary School,7
99515,Klatt Elementary School,7
99515,Mears Middle School,7
99515,Atheneum School,Anchorage
99516,Huffman Elementary School,9
99516,O'malley Elementary School,9
99516,Rabbit Creek Elementary School,8
99516,Goldenview Middle School,9
99516,Bear Valley Elementary School,10
99516,Bowman Elementary School,6
99516,St Elizabeth Ann Seton School,5
99516,Rock Christian School,AK
99516,Grace Christian School,5
99516,Tom Thumb Montessori-O'Malley,AK
99516,South Anchorage High School,9
