Zip,School,Rating
79109,Richard Milburn Academy Amarillo,1
79106,Avondale Elementary School,4
79106,Belmar Elementary School,7
79106,Crockett Middle School,8
79106,Houston Middle School,3
79106,Olsen Park Elementary School,6
79106,San Jacinto Elementary School,7
79106,Wills Elementary School,5
79106,Amarillo Area Center For Advanced Lrn,3
79106,Trinity Lutheran School,5
79107,Eastridge Elementary School,3
79107,Emerson Elementary School,5
79107,Forest Hill Elementary School,4
79107,Hamlet Elementary School,4
79107,Lee Elementary School,4
79107,Mann Middle School,5
79107,Mesa Verde Elementary School,3
79107,North Heights Alternative School,5
79107,Palo Duro High School,3
79107,Rogers Elementary School,4
79107,Travis Middle School,4
79107,Whittier Elementary School,9
79107,Carver El Academy,5
79107,Johnny N Allen-6th Grade Campus,2
79107,Carver Early Childhood Academy,5
79107,Travis 6th Grade Campus,4
79118,Sundown Lane Elementary School,7
79118,Lakeview Elementary School,3
79118,Randall High School,6
79118,Tradewind Elementary School,7
79015,Canyon High School,7
79015,Canyon J High School,6
79015,Crestview Elementary School,9
79015,Reeves-Hinger Elementary School,7
79015,Canyon Intermediate School,8
79119,Arden Road Elementary School,7
79119,Westover Park Jr High School,7
79119,Greenways Intermediate School,7
79119,Hillside Elementary School,6
79110,Fannin Middle School,4
79110,Lamar Elementary School,8
79110,Landergin Elementary School,4
79110,South Georgia Elementary School,8
79110,South Lawn Elementary School,5
79110,Gene Howe Elementary School,5
79110,St Joseph Catholic Elementary School,5
79110,City View Elementary School,6
79108,Pleasant Valley Elementary School,2
79108,River Road High School,4
79108,Rolling Hills Elementary School,8
79108,River Road Middle School,5
79108,Willow Vista Intermediate School,4
79124,Woodlands Elementary School,9
79124,Lorenzo De Zavala Middle School,8
79102,Bivins Elementary School,6
79102,Sanborn Elementary School,3
79102,Tascosa High School,5
79102,St Marys Cathedral School,5
79121,Sleepy Hollow Elementary School,7
99504,Baxter Elementary School,8
99504,Chester Valley Elementary School,3
99504,Creekside Park Elementary School,3
99504,Muldoon Elementary School,3
99504,Nunaka Valley Elementary School,5
99504,Ptarmigan Elementary School,2
99504,Scenic Park Elementary School,6
99504,Susitna Elementary School,5
99504,Anchorage Christian Schools,4
99504,Alaska State School For The Deaf & Hard Of Hearing,2
99504,Highland Tech High Charter School,7
99504,Nicholas J. Begich Middle School,4
99507,Abbott Loop Elementary School,3
99507,Tudor Elementary School,5
99507,Northern Lights Abc K-8 School,10
99507,Polaris K-12 School,8
99507,Kasuun Elementary School,5
99507,Service High School,7
99507,Hanshew Middle School,6
99507,Spring Hill Elementary School,4
99507,Chugach Extension Correspondence,5
99507,Faith Evangelical Lutheran School,5
99507,Pacific Northern Academy,5
99507,Trailside Elementary School,10
99507,Rilke Schule Charter School,7
99508,Airport Heights Elementary School,2
99508,Clark Middle School,4
99508,College Gate Elementary School,5
99508,East High School,5
99508,Lake Otis Elementary School,4
99508,Mountain View Elementary School,2
99508,Rogers Park Elementary School,9
99508,Russian Jack Elementary School,3
99508,Wendler Middle School,5
99508,Whaley School,3
99508,Williwaw Elementary School,2
99508,Wonder Park Elementary School,4
99508,William Tyson Elementary School,3
99508,Alaska Native Cultural Charter School,4
99654,Mat-Su Central School,6
99654,Iditarod Elementary School,4
99654,Wasilla High School,6
99654,Midnight Sun Family Learning Center,9
99654,Cottonwood Creek Elementary School,7
99654,Wasilla Middle School,5
99654,Tanaina Elementary School,5
99654,Finger Lake Elementary School,7
99654,Burchell High School,5
99654,Machetanz Elementary School,8
99654,Wasilla Lake Christian School,5
99654,Teeland Middle School,7
99654,Larson Elementary School,6
99654,American Charter Academy,7
99654,Twindly Bridge Charter School,6
99654,Our Lady of the Valley Catholic School,3
99654,John Shaw Elementary School,7
99654,Mat-Su Career & Tech Ed High School,10
99654,Knik Elementary School,5
99654,Fronteras Charter School,8
99645,Palmer High School,7
99645,Sherrod Elementary School,6
99645,Swanson Elementary School,3
99645,Academy Charter School,9
99645,Snowshoe Elementary School,5
99645,Palmer Middle School,6
99645,Pioneer Peak Elementary School,7
99645,Colony High School,7
99645,Colony Middle School,7
99645,Butte Elementary School,4
99645,Birchtree Charter School,5
99645,Beryozova School,5
99645,Amazing Grace Academy,5
99645,Valley Pathways,4
99577,Eagle River Elementary School,7
99577,Homestead Elementary School,9
99577,Alpenglow Elementary School,8
99577,Gruening Middle School,9
99577,Ravenwood Elementary School,9
99577,Fire Lake Elementary School,8
99577,St. John Orthodox Christian School,4
99577,Eagle Academy Charter School,10
99577,Eagle River High School,9
99502,Chinook Elementary School,6
99502,Dimond High School,7
99502,Gladys Wood Elementary School,6
99502,Sand Lake Elementary School,8
99502,Kincaid Elementary School,9
99502,Lumen Christi,5
99501,Central Middle School Of Science,5
99501,Chugach Optional Elementary School,10
99501,Denali Elementary School,5
99501,Fairview Elementary School,2
99501,Inlet View Elementary School,8
99501,Government Hill Elementary School,7
99501,Crossroads School,5
99501,Winterberry School,5
99515,Bayshore Elementary School,10
99515,Ocean View Elementary School,7
99515,Klatt Elementary School,7
99515,Mears Middle School,7
99516,Huffman Elementary School,9
99516,O'malley Elementary School,9
99516,Rabbit Creek Elementary School,8
99516,Goldenview Middle School,9
99516,Bear Valley Elementary School,10
99516,Bowman Elementary School,6
99516,St Elizabeth Ann Seton School,5
99516,Grace Christian School,5
99516,South Anchorage High School,9
99517,Turnagain Elementary School,7
99517,Northwood Abc Elementary School,4
99517,West High School,6
99517,Lake Hood Elementary School,4
99517,Aquarian Charter School,10
99517,Anchorage Montessori School,4
99518,Campbell Elementary School,5
99518,Taku Elementary School,4
99518,Anchor Lutheran School,5
99567,Birchwood Abc Elementary School,9
99567,Chugiak Elementary School,7
99567,Chugiak High School,8
99567,Mirror Lake Middle School,8
48197,South Arbor Charter Academy,9
48197,Childs Elementary School,5
48197,Bishop Elementary School,4
48197,Lincoln Brick Elementary School,4
48197,Lincoln Senior High School,3
48197,Lincoln Middle School,4
48197,Model Elementary School,5
48197,Estabrook School,5
48197,Fortis Academy,6
48197,Ypsilanti New Tech High School,4
48197,Early College Alliance,5
48197,East Arbor Charter Academy,6
48197,Arbor Preparatory High School,4
48103,Honey Creek Community School,4
48103,Lakewood Elementary School,4
48103,Abbot School,4
48103,Ann Arbor Open at Mack School,4
48103,Dicken Elementary School,4
48103,Eberwhite School,4
48103,Forsythe Middle School,3
48103,Haisley Elementary School,7
48103,Uriah H. Lawton School,5
48103,Bach Elementary School,4
48103,Slauson Middle School,3
48103,Wines Elementary School,5
48103,Pioneer High School,4
48103,Rudolf Steiner School of Ann Arbor Lower School,4
48103,Christian Montessori School,5
48103,Skyline High School,3
48103,Emerson School,4
48198,New Beginnings Academy,4
48198,Rawsonville Elementary School,3
48198,Holmes Elementary Learning Center,3
48198,Forest School,5
48198,Erickson Elementary,5
48198,Huron Valley Catholic School,5
48198,Ypsilanti Community Middle School,2
48198,South Pointe Scholars Charter Academy,6
48198,Washtenaw International High School,9
48198,Washtenaw International Middle Academy (WIMA),8
48104,Central Academy,3
48104,Angell School,4
48104,Burns Park Elementary School,4
48104,John Allen School,7
48104,Pattengill School,4
48104,Pittsfield School,4
48104,Tappan Middle School,4
48104,Community High School,5
48104,St. Thomas the Apostle School,5
48104,St. Francis of Assisi School,4
48104,Clonlara School,4
48104,Ann Arbor Hills Child Development Center,4
48104,Summers-Knoll School,4
48105,Washtenaw Technical Middle College,5
48105,Northside Elementary School,4
48105,Thurston Elementary School,4
48105,Huron High School,4
48105,Martin Luther King Elementary School,5
48105,Clague Middle School,4
48105,Logan Elementary School,4
48105,Fr Gabriel Richard High School,4
48105,St Paul Lutheran School,4
48105,Greenhills School,4
48105,Michigan Islamic Academy,4
48105,Spiritus Sanctus Academy,5
48105,Ann Arbor Christian School,4
48105,Go Like The Wind Montessori School,4
48108,Ann Arbor Learning Community,3
48108,Carpenter School,5
48108,Mary D. Mitchell School,4
48108,Scarlett Middle School,4
48108,Ann Arbor Academy,4
48108,Hebrew Day School Of Ann Arbor,5
48108,Multicultural Academy,3
48176,Woodland Meadows Elementary School,4
48176,Heritage School,4
48176,Saline Middle School,4
48176,Saline High School,4
48176,Pleasant Ridge Elementary School,5
48176,Washtenaw Christian Academy,4
48130,Mill Creek Middle School,5
48130,Wylie Elementary School,5
48130,Dexter High School,4
48130,Creekside Intermediate School,3
48189,Whitmore Lake Elementary School,3
48189,Whitmore Lake High School,4
48118,Chelsea High School,4
48118,Beach Middle School,1
48118,South Meadows Elementary School,4
48160,Milan High School,3
48160,Milan Middle School,5
48160,Clayton H. Symons Elementary School,3
48158,Manchester Middle School,4
48158,Manchester High School,3
48158,Luther C. Klager Elementary School,3
28806,New City Christian School,5
28806,F Delany New School For Children,8
28806,Hall Fletcher Elementary,7
28806,Vance Elementary,6
28806,Clyde A Erwin High,5
28806,Clyde A Erwin Middle School,3
28806,Emma Elementary,7
28806,Johnston Elementary,3
28806,West Buncombe Elementary,6
28806,Sand Hill-Venable Elementary,5
28806,Emmanuel Lutheran School,4
28806,Rainbow Community School,5
28806,Hanger Hall School For Girls,3
28806,Asheville School,4
28806,Invest Collegiate - Imagine,7
28806,The Franklin School of Innovation,6
28806,Nesbitt Discovery Academy,7
28803,Asheville High,5
28803,A C Reynolds High,5
28803,A C Reynolds Middle,6
28803,Oakley Elementary,4
28803,T C Roberson High,5
28803,William W Estes Elementary,6
28803,Carolina Day School,3
28803,School Of Inquiry And Life Science,8
28803,Koontz Intermediate School,3
28803,Eblen Intermediate School,3
28792,Apple Valley Middle,5
28792,North Henderson High,7
28792,Dana Elementary,6
28792,Edneyville Elementary,9
28792,Bruce Drysdale Elementary,4
28792,Balfour Education Center,5
28792,Heritage Hall International School,4
28792,The Mountain Community School,6
28792,Clear Creek Elementary,8
28792,Sugarloaf Elementary,6
28715,Candler Elementary,4
28715,Enka High,3
28715,Pisgah Elementary,5
28715,Enka Middle,6
28715,Asheville-Pisgah Christian School,5
28715,Mount Pisgah Academy,5
28715,Hominy Valley Elementary,8
28786,Bethel Middle,8
28786,Central Elementary,5
28786,Hazelwood Elementary,5
28786,Junaluska Elementary,7
28786,Tuscola High,4
28786,Waynesville Middle,8
28787,North Buncombe High,7
28787,Weaverville Elementary,7
28787,Weaverville Primary,5
28787,North Buncombe Middle,4
28787,North Buncombe Elementary,6
28787,North Windy Ridge,8
28804,Ira B Jones Elementary,6
28804,Woodfin Elementary,5
28804,Asheville Catholic School,4
28804,North Asheville Christian School,4
28704,Glen Arden Elementary,5
28704,Valley Springs Middle,8
28704,Avery's Creek Elementary,4
28704,Christ School,4
28739,Atkinson Elementary,9
28739,Mud Creek Christian School,5
28805,Charles C Bell Elementary,4
28805,Haw Creek Elementary,6
28805,Evergreen Community Charter,8
28716,Bethel Elementary,6
28716,Canton Middle,6
28716,North Canton Elementary,5
28716,Pisgah High,5
28716,Meadowbrook Elementary,6
28716,Bethel Christian Academy,3
28732,Fletcher Elementary,7
28732,Fletcher Academy,2
28732,Veritas Christian Academy,4
28732,Cane Creek Middle,7
28801,Claxton Elementary,4
28801,Asheville Middle,4
28801,Isaac Dickson Elementary,5
28801,Buncombe County Early College High School,7
28801,Buncombe County Middle College High School,5
28801,Odyssey Community School,5
28711,Black Mountain Primary,6
28711,Charles D Owen High,6
28711,Black Mountain Elementary,6
28711,Swannanoa Valley Montessori School,1
28791,Rugby Middle,7
28791,West Henderson High,5
28791,Hendersonville High,8
28791,Hendersonville Middle,8
28791,Hendersonville Elementary,8
28748,Leicester Elementary,3
28753,Brush Creek Elementary School,9
28753,Madison Middle School,5
28753,Madison High School,4
28721,Clyde Elementary,8
28721,Riverbend Elementary,8
28721,Central Haywood High,5
28721,Haywood Early Colleg,8
28721,Haywood Christian Academy,5
28778,Artspace Charter School,7
28778,W D Williams Elementary,4
28778,Community High School,5
28778,Charles D Owen Middle,5
28731,Upward Elementary,6
28731,Henderson Co Early College High,10
28730,Fairview Elementary,8
28754,Mars Hill Elementary School,8
28754,Madison Early College High School,8
28785,Jonathan Valley Elementary,7
28759,Mills River Elementary,8
28759,Glenn C Marlow Elementary,9
30349,North Clayton High School,2
30349,Northcutt Elementary School,4
30349,North Clayton Middle School,5
30349,West Clayton Elementary School,4
30349,Banneker High School,2
30349,Nolan Elementary School,3
30349,S. L. Lewis Elementary School,2
30349,Lee Elementary School,4
30349,Bethune Elementary School,2
30349,Camp Creek Middle School,2
30349,Mcnair Middle School,3
30349,Stonewall Tell Elementary School,7
30349,Heritage Elementary School,3
30349,Martin Luther King- Jr. Elementary School,3
30349,Liveoak Christian Academy,5
30349,Fulton Leadership Academy,4
30349,Feldwood Elementary School,3
30349,Cliftondale Elementary School,5
30349,Hapeville Charter Career Academy,3
30349,Georgia Cyber Academy,4
30044,Baggett Elementary School,5
30044,Craig Elementary School,8
30044,Kanoheda Elementary School,7
30044,Bethesda Elementary School,7
30044,Gwin Oaks Elementary School,8
30044,Five Forks Middle School,9
30044,Sweetwater Middle School,5
30044,Cedar Hill Elementary School,5
30044,Alton C. Crews Middle School,8
30044,Corley Elementary School,5
30044,J. A. Alford Elementary School,6
30044,"Gwinnett School of Mathematics, Science and Technology",9
30043,Gwinnett Intervention Education (GIVE) Center East,4
30043,Jackson Elementary School,7
